token,occurrences_core,distinct_lines,dominant_role,dominant_role_share,role_entropy_norm,stratified_role_purity,stratum_majority_role_agreement,strata_total,strata_with_2plus_occurrences,portable_strata_2plus,conflict_strata_2plus,dominant_module,dominant_module_share,module_entropy_norm,stratified_module_purity,distinct_section_I,dominant_I,dominant_I_share,section_I_entropy_norm,distinct_currier_L,dominant_L,dominant_L_share,currier_L_entropy_norm,distinct_hand_H,dominant_H,dominant_H_share,hand_H_entropy_norm,distinct_marker_family,dominant_marker,dominant_marker_share,marker_entropy_norm,metadata_concentration_risk_max_share,pass26_residual_status,pass21_24_candidate_class,pass21_24_candidate_confidence,sample_loci,sample_strata
qokal,37,35,H08,1.0,0.0,1.0,1.0,8,5,5,0,G1,0.676,0.909,0.757,5,B,0.541,0.766,3,B,0.946,0.226,4,2,0.622,0.657,1,paragraph_continuation,1.0,0.0,1.0,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f58v.31,+P0;f66r.51,+P0;f66r.77,+P0;f70r2.11,+P1;f75r.11,+P0;f75v.13,+P0;f76r.35,+P0;f76r.48,+P0;f77v.42,+P0;f79r.8,+P0",B|B|2|paragraph_continuation:20/H08;C|B|2|paragraph_continuation:1/H08;C||4|paragraph_continuation:1/H08;H|B|3|paragraph_continuation:2/H08;S|A|3|paragraph_continuation:1/H08;S|B|3|paragraph_continuation:8/H08
okain,36,34,R10,1.0,0.0,1.0,1.0,9,5,5,0,G2,0.583,0.86,0.694,6,S,0.417,0.789,3,B,0.861,0.43,4,2,0.5,0.701,3,paragraph_continuation,0.917,0.309,0.917,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f18r.4,+P0;f50r.5,+P0;f50v.2,+P0;f50v.8,+P0;f58v.19,+P0;f58v.35,+P0;f67r2.28,+L0;f76r.17,+P0;f76r.29,+P0;f76r.45,+P0",A||4|+L:1/R10;B|B|2|label_or_marginal:1/R10;B|B|2|paragraph_continuation:10/R10;H|A|1|paragraph_continuation:1/R10;H|B|2|paragraph_continuation:3/R10;P|A|1|label_or_marginal:1/R10
okedy,34,30,R00,1.0,0.0,1.0,1.0,8,5,5,0,G2,0.618,0.82,0.794,6,B,0.618,0.697,2,B,0.971,0.191,4,2,0.676,0.703,3,paragraph_continuation,0.882,0.39,0.971,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f41r.7,+P0;f43r.5,+P0;f43v.3,+P0;f66r.51,+P0;f66r.54,+P0;f66r.61,+P0;f72v1.28,&Lz;f75r.44,+P0;f79v.8,+P0;f80r.12,+P0",B|B|2|label_or_marginal:1/R00;B|B|2|paragraph_continuation:20/R00;C|B|4|label_or_marginal:2/R00;H|B|2|paragraph_continuation:2/R00;H|B|5|paragraph_continuation:1/R00;S|B|3|paragraph_continuation:3/R00
al,31,28,R06,1.0,0.0,1.0,1.0,9,5,5,0,G2,0.484,0.941,0.677,5,S,0.581,0.782,3,B,0.839,0.476,5,3,0.548,0.724,3,paragraph_continuation,0.935,0.258,0.935,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f6r.6,+P0;f39r.7,+P0;f55r.2,+P0;f68v3.7,@Ri;f69r.10,&L0;f70r2.6,+P1;f76r.6,+P0;f76r.55,+P0;f77v.25,+P0;f78v.29,+P0",B|B|2|paragraph_continuation:3/R06;C||4|&L:1/R06;C||4|paragraph_continuation:2/R06;C||4|radial/ring_text:1/R06;H|A|1|paragraph_continuation:1/R06;H|B|2|paragraph_continuation:2/R06
dy,30,30,R02,1.0,0.0,1.0,1.0,8,3,3,0,G2,0.433,0.972,0.6,6,B,0.433,0.726,3,B,0.567,0.73,4,2,0.567,0.661,2,paragraph_continuation,0.967,0.211,0.967,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f6v.17,+P0;f7v.9,+P0;f10r.9,+P0;f11r.7,+P0;f11v.3,+P0;f13r.1,@P0;f17v.8,+P0;f24r.10,+P0;f24v.14,+P0;f45v.8,+P0",A||4|paragraph_continuation:1/R02;B|B|2|paragraph_continuation:13/R02;H|A|1|paragraph_continuation:9/R02;H|A|1|paragraph_start:1/R02;H|B|2|paragraph_continuation:1/R02;P|A|1|paragraph_continuation:1/R02
otedy,30,28,R01,1.0,0.0,1.0,1.0,6,3,3,0,G2,0.533,0.997,0.6,4,B,0.467,0.769,1,B,1.0,0.0,2,2,0.6,0.971,3,paragraph_continuation,0.933,0.265,1.0,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f31r.13,+P0;f34r.2,+P0;f34r.4,+P0;f75r.44,+P0;f75v.13,+P0;f76r.47,+P0;f76v.17,+P0;f78v.7,+P0;f81r.10,+P0;f81r.15,+P0",B|B|2|label_or_marginal:1/R01;B|B|2|paragraph_continuation:12/R01;B|B|2|paragraph_start:1/R01;H|B|2|paragraph_continuation:3/R01;S|B|3|paragraph_continuation:12/R01;T|B|2|paragraph_continuation:1/R01
qokar,29,27,R03,1.0,0.0,1.0,1.0,8,5,5,0,G2,0.655,0.688,0.655,4,B,0.345,0.975,2,B,0.897,0.48,3,2,0.69,0.662,3,paragraph_continuation,0.931,0.272,0.931,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f40r.5,+P0;f40v.17,+P0;f46v.3,+P0;f55r.2,+P0;f55r.3,+P0;f58v.7,+P0;f58v.23,*P0;f58v.38,+P0;f66r.54,+P0;f75r.7,+P0",B|B|2|paragraph_continuation:10/R03;H|B|2|paragraph_continuation:5/R03;S|A|3|paragraph_continuation:2/R03;S|A|3|section/paragraph_break_start:1/R03;S|B|3|paragraph_continuation:5/R03;T|B|2|paragraph_continuation:4/R03
chdy,27,26,R02,1.0,0.0,1.0,1.0,11,4,4,0,G2,0.704,0.74,0.889,6,H,0.407,0.814,3,B,0.926,0.287,6,2,0.667,0.621,3,paragraph_continuation,0.926,0.287,0.926,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f15r.6,+P0;f34r.7,+P0;f39r.7,+P0;f39r.11,+P0;f43r.5,+P0;f43v.3,+P0;f46r.12,+P0;f50v.2,+P0;f55r.3,+P0;f66r.70,+P0",B|B|2|paragraph_continuation:8/R02;C|B|2|paragraph_continuation:1/R02;H|A|1|paragraph_continuation:1/R02;H|B|2|paragraph_continuation:8/R02;H|B|3|paragraph_continuation:1/R02;H|B|3|paragraph_start:1/R02
cheey,25,24,R06,1.0,0.0,1.0,1.0,7,4,4,0,G1,0.4,0.99,0.6,5,S,0.56,0.78,3,B,0.8,0.547,5,3,0.52,0.766,3,paragraph_continuation,0.92,0.304,0.92,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f43r.9,+P0;f49v.52,=P0;f50v.2,+P0;f67v1.22,@Ro;f77r.37,+P0;f79v.35,+P0;f81r.10,+P0;f82v.16,+P0;f88r.27,+P0;f99r.18,+P0",A||4|radial/ring_text:1/R06;B|B|2|paragraph_continuation:4/R06;H|A|1|paragraph_terminal_or_label:1/R06;H|B|2|paragraph_continuation:2/R06;P|A|1|paragraph_continuation:3/R06;S|B|3|paragraph_continuation:13/R06
cheol,25,24,R00,1.0,0.0,1.0,1.0,10,5,5,0,G1,0.36,0.999,0.6,6,S,0.6,0.704,3,B,0.72,0.644,5,3,0.52,0.799,3,paragraph_continuation,0.92,0.304,0.92,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f24r.1,@P0;f39r.11,+P0;f51v.13,+P0;f58v.19,+P0;f68r3.22,@Cc;f76r.35,+P0;f82r.30,+P0;f83r.48,+Pb;f90v2.5,+P0;f101v.26,+P0",A||4|circular/diagram_text:1/R00;B|B|2|paragraph_continuation:2/R00;H|A|1|paragraph_continuation:2/R00;H|A|1|paragraph_start:1/R00;H|B|2|paragraph_continuation:1/R00;P|A|1|paragraph_continuation:2/R00
otain,25,24,R00,1.0,0.0,1.0,1.0,6,4,4,0,G2,0.76,0.653,0.8,5,S,0.56,0.746,3,B,0.92,0.304,3,3,0.56,0.746,2,paragraph_continuation,0.96,0.242,0.96,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f40v.18,+P0;f43r.5,+P0;f58v.35,+P0;f72r1.9,&Lz;f75r.18,+P0;f76r.44,+P0;f76r.52,+P0;f79v.17,+P0;f79v.27,+P0;f79v.34,+P0",B|B|2|paragraph_continuation:6/R00;H|B|2|paragraph_continuation:2/R00;S|A|3|paragraph_continuation:1/R00;S|B|3|paragraph_continuation:13/R00;T|B|2|paragraph_continuation:2/R00;Z||4|&L:1/R00
qokey,25,25,H08,1.0,0.0,1.0,1.0,9,4,4,0,G2,0.68,0.904,0.84,6,B,0.28,0.908,3,B,0.76,0.6,5,2,0.52,0.766,1,paragraph_continuation,1.0,0.0,1.0,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f40v.18,+P0;f51r.8,+P0;f58v.12,+P0;f66r.77,+P0;f68v2.4,+P0;f75r.31,+P0;f76r.20,+P0;f76r.24,+P0;f76r.30,+P0;f76r.40,+P0",A||4|paragraph_continuation:1/H08;B|B|2|paragraph_continuation:7/H08;H|A|1|paragraph_continuation:1/H08;H|B|2|paragraph_continuation:1/H08;P|A|1|paragraph_continuation:3/H08;S|A|3|paragraph_continuation:1/H08
shol,21,17,R08,1.0,0.0,1.0,1.0,8,3,3,0,G3C,0.381,0.98,0.81,5,H,0.667,0.634,2,A,0.714,0.863,4,1,0.667,0.689,2,paragraph_continuation,0.905,0.454,0.905,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f8r.19,+P0;f13r.1,@P0;f15v.4,+P0;f21r.11,+P0;f28r.8,+P0;f40v.16,+P0;f42r.11,+P0;f42r.20,+P0;f44v.13,+P0;f51r.10,+P0",B|B|2|paragraph_continuation:1/R08;H|A|1|paragraph_continuation:11/R08;H|A|1|paragraph_start:2/R08;H|B|2|paragraph_continuation:1/R08;P|A|1|paragraph_continuation:1/R08;S|A|3|paragraph_continuation:1/R08
qokol,20,18,H08,1.0,0.0,1.0,1.0,8,3,3,0,G1,0.9,0.469,0.95,6,H,0.35,0.874,3,A,0.6,0.75,5,1,0.55,0.784,2,paragraph_continuation,0.95,0.286,0.95,STABLE_BUT_METADATA_SKEWED_OR_TOPIC_BOUND,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f3r.5,+P0;f10v.7,+P0;f13v.2,+P0;f22r.3,+P0;f22v.8,+P0;f45r.2,+P0;f58v.38,+P0;f66r.80,+P0;f66v.8,+P0;f69r.27,@Ro",B|B|2|paragraph_continuation:4/H08;C||4|radial/ring_text:1/H08;H|A|1|paragraph_continuation:6/H08;H|B|5|paragraph_continuation:1/H08;P|A|1|paragraph_continuation:5/H08;S|A|3|paragraph_continuation:1/H08
qokain,57,54,H08,1.0,0.0,1.0,1.0,4,4,4,0,G2,0.614,0.962,0.632,3,B,0.614,0.714,2,B,0.965,0.219,2,2,0.649,0.935,1,paragraph_continuation,1.0,0.0,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f58v.31,+P0;f58v.39,+P0;f75r.3,+P0;f75r.6,+P0;f75r.8,+P0;f75r.10,+P0;f75r.13,+P0;f75r.15,+P0;f75r.16,+P0;f75r.24,+P0",B|B|2|paragraph_continuation:35/H08;S|A|3|paragraph_continuation:2/H08;S|B|3|paragraph_continuation:18/H08;T|B|2|paragraph_continuation:2/H08
okeedy,33,31,R00,1.0,0.0,1.0,1.0,5,4,4,0,G2,0.606,0.849,0.788,4,B,0.515,0.71,2,B,0.97,0.196,3,2,0.576,0.72,3,paragraph_continuation,0.909,0.33,0.97,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f73r.11,&Lz;f75r.8,+P0;f75r.47,@Pb;f75v.45,+P0;f76r.45,+P0;f76r.55,+P0;f79v.13,+P0;f79v.23,+P0;f79v.28,+P0;f79v.38,+P0",B|B|2|paragraph_continuation:15/R00;B|B|2|paragraph_start:2/R00;S|B|3|paragraph_continuation:13/R00;T|B|2|paragraph_continuation:2/R00;Z||4|&L:1/R00
lchedy,27,27,R00,1.0,0.0,1.0,1.0,5,3,3,0,G2,0.519,0.867,0.593,3,S,0.519,0.901,2,B,0.963,0.229,3,3,0.519,0.749,1,paragraph_continuation,1.0,0.0,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f58v.7,+P0;f66r.78,+P0;f75r.10,+P0;f75r.25,+P0;f76r.20,+P0;f76r.40,+P0;f76r.42,+P0;f77r.37,+P0;f77v.42,+P0;f78v.29,+P0",B|B|2|paragraph_continuation:9/R00;S|A|3|paragraph_continuation:1/R00;S|B|3|paragraph_continuation:13/R00;T|B|2|paragraph_continuation:3/R00;T|B|5|paragraph_continuation:1/R00
qoteedy,25,23,H01,1.0,0.0,1.0,1.0,5,3,3,0,G1,0.76,0.795,0.8,4,B,0.6,0.67,1,B,1.0,0.0,3,2,0.68,0.734,1,paragraph_continuation,1.0,0.0,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f26v.5,+P0;f76r.53,+P0;f76v.13,+P0;f77r.11,+P0;f77r.14,+P0;f77r.37,+P0;f79v.2,+P0;f79v.8,+P0;f79v.12,+P0;f80v.23,+P0",B|B|2|paragraph_continuation:15/H01;H|B|2|paragraph_continuation:1/H01;S|B|3|paragraph_continuation:6/H01;S|B|@|paragraph_continuation:2/H01;T|B|2|paragraph_continuation:1/H01
qol,23,21,R00,1.0,0.0,1.0,1.0,4,3,3,0,G2,0.739,0.674,0.783,3,B,0.783,0.61,1,B,1.0,0.0,3,2,0.87,0.428,1,paragraph_continuation,1.0,0.0,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f75r.18,+P0;f75r.33,+P0;f76r.35,+P0;f76r.53,+P0;f76v.13,+P0;f78v.29,+P0;f79v.9,+P0;f79v.16,+P0;f79v.17,+P0;f80r.35,+P0",B|B|2|paragraph_continuation:18/R00;S|B|3|paragraph_continuation:2/R00;S|B|@|paragraph_continuation:1/R00;T|B|2|paragraph_continuation:2/R00
sheedy,23,22,R06,1.0,0.0,1.0,1.0,5,2,2,0,G1,0.565,0.988,0.739,4,B,0.565,0.745,1,B,1.0,0.0,3,2,0.652,0.707,1,paragraph_continuation,1.0,0.0,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f66r.80,+P0;f75r.16,+P0;f75r.18,+P0;f76v.11,+P0;f76v.13,+P0;f77v.25,+P0;f79v.8,+P0;f79v.21,+P0;f81r.12,+P0;f81r.19,+P0",B|B|2|paragraph_continuation:13/R06;C|B|2|paragraph_continuation:1/R06;S|B|3|paragraph_continuation:7/R06;T|B|2|paragraph_continuation:1/R06;T|B|5|paragraph_continuation:1/R06
qotedy,22,20,H17,1.0,0.0,1.0,1.0,5,4,4,0,G1,0.727,0.845,0.727,3,B,0.591,0.853,1,B,1.0,0.0,2,2,0.727,0.845,2,paragraph_continuation,0.818,0.684,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f26v.5,+P0;f43r.9,+P0;f76v.13,+P0;f77r.14,+P0;f77r.27,+P0;f77v.6,@P0;f79v.12,+P0;f79v.29,+P0;f81r.13,+P0;f84r.13,@P0",B|B|2|paragraph_continuation:10/H17;B|B|2|paragraph_start:3/H17;H|B|2|paragraph_continuation:3/H17;S|B|3|paragraph_continuation:5/H17;S|B|3|paragraph_start:1/H17
sho,22,21,R06,1.0,0.0,1.0,1.0,4,2,2,0,G3C,0.727,0.645,0.909,3,H,0.818,0.525,2,A,0.955,0.267,2,1,0.864,0.575,1,paragraph_continuation,1.0,0.0,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f3r.9,+P0;f3v.11,+P0;f4v.8,+P0;f7v.9,+P0;f8v.7,+P0;f15r.7,+P0;f17v.20,+P0;f24v.14,+P0;f29v.9,+P0;f32v.10,+P0",H|A|1|paragraph_continuation:18/R06;P|A|1|paragraph_continuation:1/R06;S|A|3|paragraph_continuation:2/R06;S|B|3|paragraph_continuation:1/R06
sain,20,20,R06,1.0,0.0,1.0,1.0,5,4,4,0,G2,0.6,0.853,0.7,5,B,0.5,0.828,2,B,0.9,0.469,3,2,0.7,0.73,1,paragraph_continuation,1.0,0.0,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f67r2.21,+Pb;f68r2.5,+P0;f75r.15,+P0;f75r.24,+P0;f75r.25,+P0;f75r.44,+P0;f76r.30,+P0;f76r.35,+P0;f76r.55,+P0;f77r.14,+P0",A||4|paragraph_continuation:2/R06;B|B|2|paragraph_continuation:10/R06;C|B|2|paragraph_continuation:1/R06;S|B|3|paragraph_continuation:4/R06;T|B|2|paragraph_continuation:3/R06
dol,19,18,R06,1.0,0.0,1.0,1.0,3,3,3,0,G2,0.579,0.885,0.684,3,B,0.579,0.873,2,B,0.579,0.982,2,2,0.579,0.982,1,paragraph_continuation,1.0,0.0,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f6v.7,+P0;f13r.2,+P0;f14v.8,+P0;f32r.3,+P0;f36v.8,+P1;f78r.5,+P0;f78r.14,+P0;f79v.16,+P0;f80r.25,+P0;f81r.27,+P0",B|B|2|paragraph_continuation:11/R06;H|A|1|paragraph_continuation:5/R06;P|A|1|paragraph_continuation:3/R06
chody,18,18,R00,1.0,0.0,1.0,1.0,8,2,2,0,G3C,0.5,0.921,0.833,5,H,0.722,0.597,2,A,0.722,0.852,4,1,0.722,0.617,3,paragraph_continuation,0.889,0.388,0.889,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f1v.2,+P0;f8r.1,@P0;f15v.9,+P0;f16v.9,+P0;f42r.11,+P0;f43v.8,+P0;f44r.4,+P0;f47v.6,+P0;f49r.15,+P0;f51r.2,+P0",C|B|2|paragraph_continuation:1/R00;H|A|1|paragraph_continuation:10/R00;H|A|1|paragraph_start:1/R00;H|B|2|paragraph_continuation:2/R00;P|A|1|label_or_marginal:1/R00;P|A|1|paragraph_continuation:1/R00
cthol,18,18,R07,1.0,0.0,1.0,1.0,4,1,1,0,G1,0.5,0.872,0.556,4,H,0.833,0.457,3,A,0.833,0.507,4,1,0.833,0.457,1,paragraph_continuation,1.0,0.0,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f3r.5,+P0;f4r.7,+P0;f4v.8,+P0;f6v.7,+P0;f6v.14,+P0;f8v.5,+P0;f17v.13,+P0;f19v.6,+P0;f19v.14,+Pr;f22r.3,+P0",B|B|2|paragraph_continuation:1/R07;C||4|paragraph_continuation:1/R07;H|A|1|paragraph_continuation:15/R07;S|B|3|paragraph_continuation:1/R07
dam,18,18,R06,1.0,0.0,1.0,1.0,11,2,2,0,G3C,0.556,0.906,0.833,6,H,0.556,0.754,3,A,0.556,0.778,4,1,0.5,0.838,5,paragraph_continuation,0.778,0.521,0.778,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f14v.8,+P0;f22v.8,+P0;f23r.6,+P0;f24r.16,+P0;f34r.4,+P0;f43r.5,+P0;f44r.4,+P0;f46v.3,+P0;f49v.8,=P0;f54r.11,+P0",B|B|2|paragraph_continuation:1/R06;C||4|radial/ring_text:1/R06;H|A|1|paragraph_continuation:6/R06;H|A|1|paragraph_terminal_or_label:1/R06;H|B|2|paragraph_continuation:3/R06;P|A|1|label_or_marginal:1/R06
cheody,17,17,R00,1.0,0.0,1.0,1.0,10,3,3,0,G1,0.353,0.997,0.765,5,P,0.294,0.919,3,B,0.412,0.944,6,1,0.412,0.844,3,paragraph_continuation,0.824,0.526,0.824,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f26v.5,+P0;f66v.8,+P0;f67v1.14,@Ro;f68r2.5,+P0;f69r.40,@Ro;f88v.16,+P0;f88v.18,+P0;f89r1.8,+P0;f89r2.19,@Lf;f90v2.6,+P0",A||4|paragraph_continuation:1/R00;A||4|radial/ring_text:1/R00;C||4|radial/ring_text:1/R00;H|A|1|paragraph_continuation:2/R00;H|B|2|paragraph_continuation:1/R00;H|B|5|paragraph_continuation:1/R00
sheol,17,17,R06,1.0,0.0,1.0,1.0,6,3,3,0,G2,0.412,0.988,0.824,6,H,0.412,0.844,3,A,0.471,0.885,4,1,0.471,0.904,4,paragraph_continuation,0.824,0.476,0.824,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f6r.9,+P0;f17v.13,+P0;f66r.70,+P0;f66r.76,+P0;f66r.79,+P0;f68r2.1,@P0;f73v.7,&Lz;f79r.9,+P0;f79r.15,+P0;f80r.21,+P0",A||4|paragraph_start:1/R06;B|B|2|paragraph_continuation:4/R06;H|A|1|paragraph_continuation:7/R06;P|A|1|label_or_marginal:1/R06;T|B|5|paragraph_continuation:3/R06;Z||4|&L:1/R06
chcthy,16,15,R04,1.0,0.0,1.0,1.0,4,4,4,0,G2,0.438,0.95,0.625,4,B,0.438,0.898,2,B,0.875,0.544,3,2,0.562,0.862,1,paragraph_continuation,1.0,0.0,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f10r.4,+P0;f21r.11,+P0;f75r.6,+P0;f75r.9,+P0;f76r.35,+P0;f79r.8,+P0;f80r.14,+P0;f80r.21,+P0;f81r.7,+P0;f84r.44,+P1",B|B|2|paragraph_continuation:7/R04;H|A|1|paragraph_continuation:2/R04;S|B|3|paragraph_continuation:5/R04;T|B|2|paragraph_continuation:2/R04
qokchdy,16,13,H09,1.0,0.0,1.0,1.0,7,4,4,0,G1,0.75,0.811,0.75,5,H,0.375,0.885,2,B,0.938,0.337,4,2,0.75,0.593,3,paragraph_continuation,0.875,0.422,0.938,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f34r.7,+P0;f34r.13,+P0;f50r.5,+P0;f66v.8,+P0;f68r3.2,@Ri;f75r.9,+P0;f80v.8,+P0;f81v.18,+P0;f83r.47,@Pb;f85r1.8,+P0",A||4|radial/ring_text:1/H09;B|B|2|paragraph_continuation:4/H09;B|B|2|paragraph_start:1/H09;H|B|2|paragraph_continuation:5/H09;H|B|5|paragraph_continuation:1/H09;S|B|3|paragraph_continuation:2/H09
qoty,16,16,H01,1.0,0.0,1.0,1.0,8,2,2,0,G2,0.5,1.0,0.812,5,H,0.375,0.834,2,B,0.688,0.896,4,2,0.562,0.746,2,paragraph_continuation,0.938,0.337,0.938,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f4v.13,+P0;f13r.2,+P0;f28r.4,+P0;f29r.1,@P0;f29r.3,+P0;f46v.3,+P0;f75r.27,+P0;f76r.44,+P0;f79r.9,+P0;f79v.2,+P0",B|B|2|paragraph_continuation:6/H01;C|B|2|paragraph_continuation:1/H01;H|A|1|paragraph_continuation:4/H01;H|A|1|paragraph_start:1/H01;H|B|2|paragraph_continuation:1/H01;S|B|3|paragraph_continuation:1/H01
cheky,15,15,R06,1.0,0.0,1.0,1.0,9,3,3,0,G2,0.4,0.988,0.733,6,H,0.267,0.892,3,B,0.8,0.571,5,2,0.467,0.867,3,paragraph_continuation,0.867,0.442,0.867,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,CROSS_TOPIC_FUNCTIONAL_PARTICLE_CANDIDATE,MEDIUM_HIGH,"f33r.3,+P0;f34r.11,+P0;f55r.9,+P0;f58v.7,+P0;f58v.38,+P0;f66r.61,+P0;f66v.8,+P0;f67v1.14,@Ro;f78r.5,+P0;f81v.18,+P0",A||4|radial/ring_text:1/R06;B|B|2|paragraph_continuation:4/R06;C|B|4|+L:1/R06;H|B|2|paragraph_continuation:3/R06;H|B|5|paragraph_continuation:1/R06;S|A|3|paragraph_continuation:2/R06
cthy,15,15,R04,1.0,0.0,1.0,1.0,2,1,1,0,G1,0.467,0.902,0.533,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,2,paragraph_continuation,0.933,0.353,1.0,CONTEXTUAL_OR_MEDIUM_POWER_FUNCTION,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f1v.3,+P0;f4v.2,+P0;f6r.2,+P0;f6v.13,+P0;f9r.1,@P0;f9r.3,+P0;f9v.3,+P0;f10r.5,+P0;f10v.2,+P0;f11r.7,+P0",H|A|1|paragraph_continuation:14/R04;H|A|1|paragraph_start:1/R04
